許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第038261號","伊普鎮痛顆粒","IBUPROFEN GRANULES","顆粒劑、粉劑或散劑","","藍","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/a58cc416-fac4-4cab-ac5c-c2919b60afb2?c=o"
"衛署藥製字第038263號","""約克""祛敏錠５毫克","DEMINE TABLETS 5MG ""Y.K.""","三角形","","黃","","無","9","NW","0404","https://mcp.fda.gov.tw/insert/shapeImg/dd1b243b-6fab-45d1-b422-ae321375c6b8?c=o"
"衛署藥製字第038275號","""井田"" 稀痰顆粒66.67毫克/公克（乙醯半胱胺酸）","CHITAN GRANULES 66.67 MG/GM (ACETYLCYSTEINE) ""CHINTENG""","顆粒劑、粉劑或散劑","","橘","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/fb3e4f27-fa67-40dd-88ef-46f338b999b3_img_1?c=o"
"衛署藥製字第038291號","""衛達""胃莫潰膜衣錠４０公絲（發模梯定）","WEIMOK F.C. TABLETS 40MG ""WEIDAR"" (FAMOTIDINE)","四邊形","","橘","","十字","7.1","WD","","https://mcp.fda.gov.tw/insert/shapeImg/8667e29e-e49b-4d77-b567-15d19299e0d3?c=o"
"衛署藥製字第038295號","""明德""克普士錠２５０毫克（卡玻西典）","KAPOS TABLETS 250MG (CARBOCYSTEINE) ""MEIDER""","圓形","","白","","直線","9.5","MEIDER 1073","","https://mcp.fda.gov.tw/insert/shapeImg/96df9c8d-32a9-48aa-9d08-14499612700d?c=o"
"衛署藥製字第038311號","""十全""咳朗錠","Corane Tablets “S.C.”","圓形","","綠","","直線","7.5","SC","","https://mcp.fda.gov.tw/insert/shapeImg/1e755b90-952a-4dad-854d-06c823ae385e?c=o"
"衛署藥製字第038320號","妹事痛錠","MENSESTON TABLETS","四邊形","","黃","","無","20","CHANG AN","","https://mcp.fda.gov.tw/insert/shapeImg/01a597cb-bf28-41ec-832a-6745fa37daef?c=o"
"衛署藥製字第038325號","""長安""止痛錠","CHIHTUNG TABLETS ""C.A.""","四邊形","","白","","直線","20","","","https://mcp.fda.gov.tw/insert/shapeImg/f6d90f36-1c6a-436f-8e78-6a9a469faae4?c=o"
"衛署藥製字第038357號","""嘉林"" 美止咳膠囊","MEDECOUGH CAPSULES ""C.L.""","膠囊","","綠;;;綠","","無","18","Chia Lin","","https://mcp.fda.gov.tw/insert/shapeImg/6f1ce58e-22fd-41b4-809e-d4d50edfe897?c=o"
"衛署藥製字第038368號","""衛達""速倍樂膜衣錠500毫克","SUPEROCIN F.C. TABLETS 500MG ""WEIDAR""","橢圓形","","白","","直線","18","WEIDAR","SP 500","https://mcp.fda.gov.tw/insert/shapeImg/d5d17eb1-4245-4710-9c45-ee572b6bc068?c=o"
"衛署藥製字第038415號","""約克""安寧錠５毫克","ANIN TABLETS 5MG ""Y.K.""","圓形","","黃","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/400b51fd-9846-455c-bbbf-1bd3cb2b477e?c=o"
"衛署藥製字第038419號","""瑞士"" 瑞胃得膜衣錠３００毫克（希每得定）","STOGAMET F.C. TABLET 300MG ""SWISS""(CIMETIDINE)","圓形","","綠","","無","11","SPC","S86","https://mcp.fda.gov.tw/insert/shapeImg/b8d56671-3d54-4ce0-a0cc-23db178de02d?c=o"
"衛署藥製字第038422號","卡迪爾錠60毫克","Cartil Tablets 60mg","圓形","","白","","直線","8","SYG 60","","https://mcp.fda.gov.tw/insert/shapeImg/c1cc6490-3f0c-48b2-a66d-aa5142200bc3?c=o"
"衛署藥製字第038426號","""大豐""安體痢膠囊２００毫克","ANTIDIA CAPSULES 200MG ""T.F.""","膠囊","","黃;;;黃","","無","20","TF","","https://mcp.fda.gov.tw/insert/shapeImg/f77e6263-7538-4e39-9c99-5db12271ea48?c=o"
"衛署藥製字第038450號","""十全"" 膿化清錠１００毫克","ACETIN TABLETS 100MG ""S.C.""","圓形","","白","","直線","9","A","","https://mcp.fda.gov.tw/insert/shapeImg/472fac4b-e4da-4357-a531-67a71d497ef5?c=o"
"衛署藥製字第038454號","""十全""喜佳胃錠200公絲（希每得定）","CIMETIDINE TABLETS 200MG ""S.C""","圓形","","白","","無","10","SC C09","SHOU CHAN","https://mcp.fda.gov.tw/insert/shapeImg/a6b69dfd-e806-4ef1-b420-d660ffb38e0b?c=o"
"衛署藥製字第038460號","""十全""必得康錠２０公絲（匹洛卡）","PIROCAM TABLETS 20MG (PIROXICAM) ""S.C""","圓形","","綠","","直線","8","SHOU CHAN","","https://mcp.fda.gov.tw/insert/shapeImg/bff35256-8d3c-48f0-b9da-7571b48bc8ae?c=o"
"衛署藥製字第038462號","""十全"" 克鼻敏錠","KOMPIMIN TABLETS ""S.C""","圓形","","白","","直線","7.5","SC KO2","","https://mcp.fda.gov.tw/insert/shapeImg/339dd532-4b16-4682-bcf3-2a10b277b70c?c=o"
"衛署藥製字第038466號","""十全""克百敏錠","KOBAMIN TABLETS ""S.C""","圓形","","黃","","直線","8","SHOU CHAN","","https://mcp.fda.gov.tw/insert/shapeImg/7bb15f78-e800-4cac-a613-4c3a2985c9c6?c=o"
"衛署藥製字第038474號","“皇佳”速克痙錠１３５毫克（鹽酸美比非寧）","SPANIL TABLETS 135MG (MEBEVERINE HYDROCHLORIDE) ""ROYAL""","圓形","","白","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/6c50c51e-2cbd-4de4-81a4-c5a2d69f1a21?c=o"
"衛署藥製字第038478號","""長安"" 治你痛錠","CHIHNITUNG TABLETS ""C.A""","四邊形","","白","","無","19","CHANG AN","","https://mcp.fda.gov.tw/insert/shapeImg/f3c3ca9d-c1f4-4ea2-b570-24bda9e9a75f?c=o"
"衛署藥製字第038479號","""羅得""銀杏膜衣錠9.6毫克(白果配醣體)","GINKGO BILOBA F.C. TABLETS 9.6MG ""ROOT"" (GINKGOFLAVONGLYCOSIDE)","圓形","","棕","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/c2787064-fa33-4440-b64b-2cf8206690f1?c=o"
"衛署藥製字第038487號","""井田""降達錠０．１５毫克","CHIANDA TALBLETS 0.15MG (CLONIDINE) ""CHINTENG""","圓形","","白","","直線","8","C T","","https://mcp.fda.gov.tw/insert/shapeImg/a17cde43-1cc2-4f04-bcda-b7cb164d08c2_img_1?c=o"
"衛署藥製字第038488號","""井田"" 布朗信錠８毫克","BUNACHIN TABLETS 8MG ""CHINTENG""","圓形","","黃","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/a62f564a-d8c9-4755-8a10-c5dab319554a_img_1?c=o"
"衛署藥製字第038489號","文鴻清痛零錠","GEWOLIN TABLETS ""B.H.""","四邊形","","黃","","直線","19","","","https://mcp.fda.gov.tw/insert/shapeImg/a7bd51e0-a1be-46bb-879e-3ae133ef657f?c=o"
"衛署藥製字第038490號","""井田"" 秘可舒腸溶錠5毫克","MICOSU E.C. TABLETS 5MG (BISACODYL) ""CHINTENG""","圓形","","黃","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/dbd4aafc-5061-4bdf-becd-70dfa7777315?c=o"
"衛署藥製字第038491號","舒達錠500毫克(對位乙醯氨基酚)","SUTA TABLETS 500MG (ACETAMINOPHEN) ""C.M.""","四邊形","","白","","直線","17","CM","","https://mcp.fda.gov.tw/insert/shapeImg/1871e4a7-aed2-4d42-b16d-6429c5479d14_img_1?c=o"
"衛署藥製字第038493號","""培力""鈣派斯膜衣錠５００公絲（對氨基水楊酸鈣）","PAS CALCIUM F.C. TABLETS 500MG ""P.L.""(CALCIUM PAMINOSALICYLATE)","橢圓形","","黃","","無","14","PL","T31","https://mcp.fda.gov.tw/insert/shapeImg/9732854c-5d8e-4662-a886-6b50ff6938d0?c=o"
"衛署藥製字第038498號","永糖平膜衣錠５００毫克","YONFORMIN F.C. TABLET 500MG","圓形","","白","","直線","11","UL 147","","https://mcp.fda.gov.tw/insert/shapeImg/ed3d960c-1388-4497-85e5-b95148e7136b?c=o"
"衛署藥製字第038504號","""優良""鈣絡磷錠６６７毫克（醋酸鈣）","CALOWLIN TABLETS 667MG ""U-LIANG"" (CALCIUM ACETETE)","圓形","","白","","無","13","UL","","https://mcp.fda.gov.tw/insert/shapeImg/77a31b7f-1a53-410f-9d7e-68e26e34a220?c=o"
"衛署藥製字第038506號","能咳達明膜衣錠２５０公絲（卡玻西典）","KYOMUDYNE F.C. TABLETS 250MG (CARBOCYSTEINE)","圓形","","白","","無","9","TKP 256","","https://mcp.fda.gov.tw/insert/shapeImg/5f1d8a7b-8ec8-4d06-ad40-4a23fc5d4b3c?c=o"
"衛署藥製字第038510號","舒眠錠２毫克","SUME TABLETS 2MG","圓形","","白","","十字","9","F 2","","https://mcp.fda.gov.tw/insert/shapeImg/8016dadb-35fe-469e-9b38-9ed367bfe254?c=o"
"衛署藥製字第038540號","""約克""膚美能乳膏10毫克/公克","FUMELON CREAM 10MG/GM ""Y.K.""","其他","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/a303bc99-3a1a-4003-a3e9-f1e7afb1f658?c=o"
"衛署藥製字第038543號","""福元""吉爾錠２００毫克","GILL TABLETS 200MG ""F.Y.""","圓形","","黃","","直線","9","FY T095","","https://mcp.fda.gov.tw/insert/shapeImg/6da82943-eb20-4a3c-ad32-efa79c8f4c27?c=o"
"衛署藥製字第038554號","""信東"" 欣福膜衣錠１００毫克","Sinflo F.C. Tablet 100 mg","圓形","","白","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/0af5e445-f63b-4b3c-8e5c-b5599e5f5172?c=o"
"衛署藥製字第038589號","""中美"" 舒達加強錠","SUTA EXTRA TABLETS ""C.M.""","橢圓形","","白","","直線","21","CM CM","","https://mcp.fda.gov.tw/insert/shapeImg/1b44e615-6629-4bc1-9882-ad70a6188ae2?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/d14fe401-6f08-444a-b342-6db1daec0339_img_1?c=o"
"衛署藥製字第038592號","""黃氏""富旅安錠","FURUAN TABLETS ""H.S.""","圓形","","白","","無","9","T 205 H","","https://mcp.fda.gov.tw/insert/shapeImg/ce682701-c2d0-404a-95e1-8ad82b158fa9?c=o"
"衛署藥製字第038599號","""長安""消痔錠１００公絲（本剎隆）","HSIAOCHIH TABLETS 100MG ""C.A."" (BENZARONE)","六邊形;;;六邊形","","黃;;;黃","","直線;;;直線","9;;;9","","","https://mcp.fda.gov.tw/insert/shapeImg/11482efa-78dc-4359-ac09-313506634327?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/1c66b51e-684e-4c19-bc11-2cd3f2125811?c=o"
"衛署藥製字第038609號","""長安""克胃舒錠８００毫克（希每得定）","KOWEISHU TABLETS 800MG ""C.A.""(CIMETIDINE)","四邊形","","白","","直線","20","","","https://mcp.fda.gov.tw/insert/shapeImg/2710df92-857c-44e5-835a-d5470329aaed?c=o"
"衛署藥製字第038612號","""明大"" 安寧錠２毫克（氟耐妥眠）","AN LIN TABLETS 2MG (FLUNITRAZEPAM)","圓形","","白","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/eed47daf-687d-4e08-b633-a5e2c118bf5f?c=o"
"衛署藥製字第038616號","""利達"" 美可敏膠囊０．５毫克（甲鈷胺明）","MECOMIN CAPSULES 0.5MG (MECOBALAMIN) ""LITA""","膠囊","","黑;;;紅","","無","16.5","","","https://mcp.fda.gov.tw/insert/shapeImg/0d255e9a-2685-4e85-870f-88a9c3f7274c?c=o"
"衛署藥製字第038622號","""瑞士""痛寧腸溶錠50毫克（待克菲那）","PAINSTOP E.C. TABLET 50MG (DICLOFENAC) ""SWISS""","圓形","","橘","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/7c3a1423-3f35-4825-8630-321adaa958b5?c=o"
"衛署藥製字第038624號","""明通""治傷風顆粒","CHISIONHON GRANULES ""M.T""","顆粒劑、粉劑或散劑","","棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/2489318c-8368-44ea-b7f9-80d23fb7ba24?c=o"
"衛署藥製字第038650號","""華興""愛達寧錠2公絲（比培立汀）","AKIN TABLETS 2MG (BIPERIDEN) ""H.S.""","圓形","","白","","直線","9","","","https://mcp.fda.gov.tw/insert/shapeImg/6389e1a2-5593-4c1a-9391-239db5bc7e57_img_1?c=o"
"衛署藥製字第038722號","""井田"" 咳息錠","COS TABLETS ""CHINTENG""","圓形","","橘","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/8c1cbf4b-f88f-440e-9fbc-845bf81cfa16_img_1?c=o"
"衛署藥製字第038747號","“信東”信諾隆膜衣錠２５０毫克","CINOLONE F.C. TABLET 250MG","圓形","","白","","直線","11","ST 131","","https://mcp.fda.gov.tw/insert/shapeImg/031c0291-dba9-450e-84d3-97d2d10a1506?c=o"
"衛署藥製字第038761號","""華興""美力欣膠囊５０公絲（美諾四環素）","MELICIN CAPSULES 50MG (MINOCYCLINE) ""H.S.""","膠囊","","綠;;;橘","","無","14","","","https://mcp.fda.gov.tw/insert/shapeImg/42cd6ccb-29e4-407b-a307-af43383c78a3?c=o"
"衛署藥製字第038764號","""明德""恩胃錠２００毫克（希每得定）","N-WAY TABLETS 200MG (CIMETIDINE) ""MEIDER""","圓形;;;圓形","","白;;;藍","","無;;;無","9.5;;;9.5","MEIDER 1066;;;MEIDER 1066","","https://mcp.fda.gov.tw/insert/shapeImg/142e2e3d-d7c1-4f34-83a8-ff6244f53d60?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/4e9a7fab-e057-4dde-892e-6772170bcf19?c=o"
"衛署藥製字第038766號","“永信”甲基普立朗錠４毫克（甲基培尼皮質醇）","METHYLPREDNISOLONE TABLETS 4MG ""YUNG SHIN""","圓形","","橘","","直線","7","YSP 60","","https://mcp.fda.gov.tw/insert/shapeImg/7f7e4f62-d9db-4512-93b8-11e9920775e9?c=o"
"衛署藥製字第038810號","""黃氏"" 美保樂膠囊０．５毫克（甲鈷胺明）","MEBAL CAPSULES 0.5MG ""H.S."" (MECOBALAMIN)","膠囊","","紅;;;紅","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/f3348177-d955-41c7-a101-7f79921e19d7?c=o"
"衛署藥製字第038819號","樂滅咳複方膠囊","ROMICON-A CAPSULES","膠囊","","白;;;白","","無","19","G 4776","","https://mcp.fda.gov.tw/insert/shapeImg/8608ab4f-d4c8-440f-8748-7692d532403f?c=o"
"衛署藥製字第038840號","斯麗肝膠囊１５０毫克（思利馬林）","Silyrin-H Capsule 150mg (Silymarin) ""WELCAN""","膠囊","","紅;;;紅","","無","19","2701","","https://mcp.fda.gov.tw/insert/shapeImg/1afb7511-6098-4670-93f3-642acb519edb?c=o"
"衛署藥製字第038842號","""長安""伊百芬錠600毫克(伊普)","YIPAIFEN TABLETS 600MG ""C.A."" (IBUPROFEN)","四邊形","","白","","直線","19","","","https://mcp.fda.gov.tw/insert/shapeImg/049770e3-2c08-4996-bfe0-5e31565ee8cb?c=o"
"衛署藥製字第038844號","""晟德""可多芬膠囊","KETOPHEN CAPSULE ""CENTER""","膠囊","","粉;;;白","","無","17","","","https://mcp.fda.gov.tw/insert/shapeImg/dd523c8c-1387-4856-8619-197028e7d198?c=o"
"衛署藥製字第038846號","班若舒錠２毫克（耑和費定）","BENZOX TABLETS 2MG (TRIHEXYPHENIDYL) ""LITA""","圓形","","白","","無","6.5","L","","https://mcp.fda.gov.tw/insert/shapeImg/fbdfb941-6ee6-4e76-8a65-268762215b4b?c=o"
"衛署藥製字第038856號","""強生""祈康膜衣錠9.6毫克（銀杏葉類黃酮配醣體）","GINKON F.C. TABLETS 9.6MG (GINKGOFLAVONE GLYCOSIDE) ""JOHNSON""","圓形","","棕","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/5a0edafb-09f5-42be-83bf-2b18935045cf?c=o"
"衛署藥製字第038860號","""黃氏""佳胃捷錠","OXEMGAL TABLETS ""H.S.""","圓形","","白","","直線","12","T455","","https://mcp.fda.gov.tw/insert/shapeImg/f0c5b664-ca2c-4756-afad-e7630d41ed6f?c=o"
"衛署藥製字第038946號","必長寧膜衣錠１３５公絲（鹽酸美比非寧）","BEBENLINE F.C. TABLETS 135MG (MEBEVERINE HYDROCHLORIDE)","圓形","","白","","無","9.5","","","https://mcp.fda.gov.tw/insert/shapeImg/a8d07442-e501-4b9b-987f-a40a3471af53?c=o"
"衛署藥製字第038948號","""中國化學"" ５－羥基色氨酸膠囊１００公絲","5-HTP CAPSULE 100MG (OXITRIPTAN) ""C.C.P.C.""","膠囊","","綠;;;白","","無","17.6","","","https://mcp.fda.gov.tw/insert/shapeImg/73ec9adf-f787-491c-b211-44af260fe551?c=o"
"衛署藥製字第038953號","""嘉林"" 胃保錠４００毫克（希每得定）","WEIBAU TABLETS 400MG (CIMETIDINE) ""C.L.""","橢圓形","","綠","","直線","","BF600","","https://mcp.fda.gov.tw/insert/shapeImg/cfc5eff6-4a1f-4e89-ac1d-8c6302666e5e?c=o"
"衛署藥製字第038968號","""約克"" 痰可清顆粒66.7毫克/公克","Fucocil Granules 66.7mg/gm ""Y.K.""","顆粒劑、粉劑或散劑","","橘","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/4833a6bd-f446-4da3-a969-9470a0049d3a?c=o"
"衛署藥製字第038974號","維能肝膠囊","SILYVITA CAPSULES","膠囊","","紅;;;紅","","無","17.7","CCP B34","","https://mcp.fda.gov.tw/insert/shapeImg/74996a7a-e832-4300-b5bb-532ec2591536?c=o"
"衛署藥製字第038983號","""井田"" 甜嗽錠２０毫克（諾司卡賓）","NOMPIN TABLETS 20MG (NOSCAPINE) ""CHINTENG""","圓形","","橘","","直線","7","GMP DRUGS","","https://mcp.fda.gov.tw/insert/shapeImg/06af74ea-d8b4-487a-a8d3-44dd1d452863?c=o"
"衛署藥製字第039013號","浼咳錠３０公絲（右旋美蘇仿）〝井田〞","MECO TABLETS 30MG (DEXTROMETHORPHAN) ""CHINTENG""","圓形","","白","","直線","7","GMP DRUGS","","https://mcp.fda.gov.tw/insert/shapeImg/dfe634fb-8298-45bf-9785-ef3385424a48_img_1?c=o"
"衛署藥製字第039017號","""約克""克黴治敏乳膏10毫克/公克（百弗那挫）","KEMEZIMIN CREAM 10MG/GM (BIFONAZOLE) ""Y.K.""","其他","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/2844be09-d9b5-40f2-8244-50e98ca2b35b?c=o"
"衛署藥製字第039056號","愛斯風克膜衣錠〝井田〞","S-TAC FILM COATING TABLETS ""CHINTENG""","圓形","","橘","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/a6a4248f-8679-42e6-8b6f-d3a391190c68_img_1?c=o"
"衛署藥製字第039067號","""杏輝"" 咳定舒糖漿","CODIN-S SYRUP ""SINPHAR""","液劑(包含糖漿用粉劑)","","黃","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/5915f949-014c-4829-bb7c-954a394fb84e_img_1?c=o"
"衛署藥製字第039087號","循血敏持續性膜衣錠４００公絲（配妥西菲林）","TRENFYLLINE S.R.F.C. TABLETS 400MG (PENTOXIFYLLINE)","橢圓形","","白","","無","17.8","CCP","","https://mcp.fda.gov.tw/insert/shapeImg/a4ced4e7-0767-4f01-87bf-6a6b54de44d0?c=o"
"衛署藥製字第039120號","益痢康膠囊２００公絲（尼福歐酒塞）〝元宙〞","AELICON CAPSULES 200MG (NIFURXAZIDE) Y.C.""","膠囊","","黃;;;黃","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/68acd145-14c9-4703-888d-c39109edb96f_img_1?c=o"
"衛署藥製字第039168號","""瑞士"" 脈通膜衣錠９．６毫克（銀杏葉類黃酮配醣體）","VEINTONIC F.C. TABLETS 9.6MG ""SWISS""(GINKGOFLAVONGLYCOSIDE)","圓形","","棕","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/13cf9ab7-69af-4b89-9ace-bf3bd30f8f22?c=o"
"衛署藥製字第039218號","""永勝""速胃定錠５毫克（歐西拉因）","SOWECAINE TABLETS 5MG (OXETHAZAINE) ""EVEREST""","圓形","","白","","無","10","EPC","","https://mcp.fda.gov.tw/insert/shapeImg/295ba91a-6482-4f37-8128-0370f1c22847?c=o"
"衛署藥製字第039221號","""華興""比思寧錠10公絲（布匹隆）","BUISLINE TABLETS 10MG (BUSPIRONE) ""H.S.""","四邊形","","白","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/414df8e6-b4d4-43a3-b478-3a2ef6d1dc7b_img_1?c=o"
"衛署藥製字第039229號","""十全""醫痔好錠１００毫克（本剎隆）","IEJYHHAO TABLETS 100MG (BENZARONE) ""S.C.""","圓形","","黃","","直線","8","A","","https://mcp.fda.gov.tw/insert/shapeImg/e4888657-dbfe-46aa-ba4e-b68771892512?c=o"
"衛署藥製字第039239號","""南光""撲炎喜腸溶膜衣錠","BROEN-C ENTERIC F.C. TABLETS ""N.K.""","圓形","","黃","","無","7","C","NK","https://mcp.fda.gov.tw/insert/shapeImg/4707f869-3cb8-41f3-a809-1ce2434fbac9?c=o"
"衛署藥製字第039277號","""利達""益博炎錠400毫克(伊普)","Ibufen Tablets 400mg ""LITA"" (Ibuprofen)","四邊形","","紅","","直線","18","LT PU","","https://mcp.fda.gov.tw/insert/shapeImg/dcf5df93-f05d-45ba-8891-2e4271e95d91?c=o"
"衛署藥製字第039291號","""約克""息咳痰膠囊","SICOTAN CAPSULES ""Y.K.""","膠囊","","綠;;;綠","","無","17","","","https://mcp.fda.gov.tw/insert/shapeImg/2607e54f-9c66-4c41-8f5e-3d0e5609f698?c=o"
"衛署藥製字第039292號","""皇佳""得免暈錠","DOMEIWIN TABLETS ""ROYAL""","圓形","","白","","直線","","","","https://mcp.fda.gov.tw/insert/shapeImg/99497d7f-37e5-40bc-91d2-6f4bc381e352?c=o"
"衛署藥製字第039305號","""永勝""寧達隆錠０．５公絲（貝皮質醇）","RINDARON TABLETS 0.5MG (BETAMETHASONE) ""EVEREST""","圓形","","白","","直線","6","e","","https://mcp.fda.gov.tw/insert/shapeImg/10c61169-cb46-4fa9-a9be-c04d022497e7?c=o"
"衛署藥製字第039312號","優力欣錠１００公絲（本補麻隆）","URICIN TABLETS 100MG (BENZBROMARONE)","圓形","","白","","直線","8.1","GP","252","https://mcp.fda.gov.tw/insert/shapeImg/e1448354-a990-47c6-af4b-c4dadc9d8b34?c=o"
"衛署藥製字第039320號","康利舒冒止痛加強錠","Cold-Free Acefen-S Tablets","四邊形","","白;;;黃","","直線","16.5","PURZER","","https://mcp.fda.gov.tw/insert/shapeImg/e79f0620-83b7-43ee-b48c-1e69ad75c44b?c=o"
"衛署藥製字第039336號","""中美""咳達樂糖漿","COTAL SYRUP ""C.M.""","液劑(包含糖漿用粉劑)","","棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/fb78612d-1927-4fd1-b06a-39bce2ebb6a0_img_1?c=o"
"衛署藥製字第039362號","''杏輝''潔健皮膚清潔液20毫克/毫升（克羅希西定）","PHISOHEX 2 SKIN CLEANSER 20MG/ML (CHLORHEXIDINE) ""SINPHAR""","","","透明","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/58e24d8e-9951-4281-8e5a-833e5acf42d7?c=o"
"衛署藥製字第039366號","關力膜衣錠","GUAN LI F.C. TABLETS","圓形","","白","","無","1","","","https://mcp.fda.gov.tw/insert/shapeImg/4695e9c0-15f0-4f8b-a4f0-8af649439037?c=o"
"衛署藥製字第039368號","""永信""剋疱錠８００公絲（艾賽可威）","VIRLESS TABLETS 800MG (ACYCLOVIR) ""YUNG SHIN""","橢圓形","","藍","","直線","18.6","","","https://mcp.fda.gov.tw/insert/shapeImg/255c7d32-fbda-48a2-ac62-b16b16804556?c=o"
"衛署藥製字第039387號","""政德""奧斯林膠囊250毫克(硫酸固可沙明)","OSTELIN CAPSULES 250MG (GLUCOSAMINE SULFATE)","膠囊","","黃;;;白","","無","19.2","GP 343","","https://mcp.fda.gov.tw/insert/shapeImg/8098c8cd-c832-422e-83de-ceb483851c12?c=o"
"衛署藥製字第039388號","""利達""維心平錠10毫克（普潘奈）","INRAL TABLETS 10MG ""LITA"" (PROPRANOLOL)","圓形","","粉","","無","6.5","","","https://mcp.fda.gov.tw/insert/shapeImg/b29c2636-2584-413d-ba84-6afb9a1f1d5e?c=o"
"衛署藥製字第039407號","""十全""美克寧錠５公絲（美奎塔令）","MEKIN TABLETS 5MG ""S.C."" (MEQUITAZINE)","圓形","","橘","","直線","8","SC M01","","https://mcp.fda.gov.tw/insert/shapeImg/e9579938-03b2-43cc-8a57-f880994b1f14?c=o"
"衛署藥製字第039414號","""信東"" 樂壓錠２０公絲（伊那拉普利）","SINTEC TABLETS 20MG (ENALAPRIL) ""S.T.""","四邊形","","橘","","直線","8","ST","","https://mcp.fda.gov.tw/insert/shapeImg/5b2a0f4c-05f2-456b-a052-682f946be968?c=o"
"衛署藥製字第039431號","""瑞士""多巴定膜衣錠１００毫克（阿曼他定）","DOPADINE F.C. TABLET 100MG ""SWISS""(AMANTADINE)","圓形","","橘","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/5387e3e9-8622-4575-9ef2-03c5e95b8bb6?c=o"
"衛署藥製字第039484號","〝瑪科隆〞復骨膠囊２５０毫克（硫酸固可沙明）","OSAMINE CAPSULES 250MG ""MACRO""(GLUCOSAMINE SULFATE)","膠囊","","紅;;;白","","無","20","Osamine","","https://mcp.fda.gov.tw/insert/shapeImg/58242bf6-4870-4be1-b8a6-1526f6536008?c=o"
"衛署藥製字第039537號","""瑞士"" 喜祿膠囊１５０毫克（思利馬林）","SILYMIN CAPSULE 150MG ""SWISS"" (SILYMARIN)","膠囊","","紅;;;紅","","無","20","SILYMIN 150mg","","https://mcp.fda.gov.tw/insert/shapeImg/aca44662-cb8a-4e84-8d80-403ee8c31daf?c=o"
"衛署藥製字第039559號","""約克""舒樂美膜衣錠250毫克（梯可比定）","SULOMEI F.C.TABLETS 250MG (TICLOPIDINE) ""Y.K.""","圓形","","白","","無","11","","","https://mcp.fda.gov.tw/insert/shapeImg/240284d2-bd53-4954-9d83-77f0f2306798?c=o"
"衛署藥製字第039566號","""利達""維心平錠40毫克（普潘奈）","INRAL TABLETS 40MG ""LITA"" (PROPRANOLOL)","圓形","","粉","","直線","7.5","","","https://mcp.fda.gov.tw/insert/shapeImg/923f13e0-be98-47bc-9557-ae519c9fd3b3?c=o"
"衛署藥製字第039584號","""杏輝""美必胃膜衣錠１３５毫克（鹽酸美比非寧）","MEBEVER F.C. TABLETS 135MG (MEBEVERINE) ""SINPHAR""(MEBEVERINE HYDROCHLORIDE)","圓形","","橘","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/0a526c6e-7faa-4f16-af1d-d09e1b4650a2?c=o"
"衛署藥製字第039587號","""皇佳""鎮嗽寧膠囊","CORNIN CAPSULES ""ROYAL""","膠囊","","紫;;;透明","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/2b790a67-4284-4bf9-b3ca-1102163e58ff?c=o"
"衛署藥製字第039589號","""井田"" 克痛風錠０．５毫克（秋水仙　）","DEGOUT TABLETS 0.5MG (COLCHICINE) ""CHINTENG""","圓形","","藍","","直線","7","GMP DRUGS","","https://mcp.fda.gov.tw/insert/shapeImg/f83cb4c2-47f4-45a2-8697-4a9b12b26f3e?c=o"
"衛署藥製字第039595號","""井田"" 腸寶膠囊2毫克（樂必寧）","SANPO CAPSULES 2MG (LOPERAMIDE) ""CHINTENG""","膠囊","","黃;;;黃","","無","14","CTP D08","","https://mcp.fda.gov.tw/insert/shapeImg/db964c8c-cd65-4bfd-8ba2-6aa460159dda?c=o"
